Date,DAU (Act),DAU,ARPDAU (Act),ARPDAU,Gross Rev (Act),Gross Rev,Net Rev (Act),Net Rev,Mktg Cost (Act),Mktg Cost,Game Margin (Act),Game Margin,Cumul. Margin
2028-10-01,,11807,,0.5223630590160332,,191196.93498080064,,145948.8214645101,,0.0,,145948.8214645101,15036608.172882823
2028-11-01,,11491,,0.522382665302952,,180078.2979303166,,137461.25367948445,,0.0,,137461.25367948445,15174069.426562307
2028-12-01,,11188,,0.5224051941942149,,181183.45224507857,,138304.59201524666,,0.0,,138304.59201524666,15312374.018577553
2029-01-01,,10893,,0.5224310169246663,,176420.0252593558,,134668.17380496376,,0.0,,134668.17380496376,15447042.192382516
2029-02-01,,10624,,0.5224578020335074,,155420.34188054083,,118638.0325482321,,0.0,,118638.0325482321,15565680.224930748
2029-03-01,,10366,,0.5224864033332872,,167905.77520900994,,128168.3007401706,,0.0,,128168.3007401706,15693848.52567092
2029-04-01,,10111,,0.5225174771670216,,158497.38072249797,,120986.21902029976,,0.0,,120986.21902029976,15814834.74469122
2029-05-01,,9868,,0.5225495985954887,,159844.243042782,,122013.98110212437,,0.0,,122013.98110212437,15936848.725793343
2029-06-01,,9636,,0.5225824158293991,,151064.40856357673,,115311.73589973917,,0.0,,115311.73589973917,16052160.461693082
2029-07-01,,9417,,0.5226156571728912,,152558.65959773472,,116452.00242333794,,0.0,,116452.00242333794,16168612.46411642
2029-08-01,,9207,,0.5226495893481279,,149175.24435066443,,113869.0164663049,,0.0,,113869.0164663049,16282481.480582725
2029-09-01,,9015,,0.522682789189253,,141356.10050688355,,107900.16546788553,,0.0,,107900.16546788553,16390381.646050612
2029-10-01,,8837,,0.5227154253287384,,143191.52717884656,,109300.87535822649,,0.0,,109300.87535822649,16499682.521408837
2029-11-01,,8673,,0.5227471233417973,,136018.53913615237,,99537.87065496264,,0.0,,99537.87065496264,16599220.3920638
2029-12-01,,8525,,0.5227774303186734,,138162.65416175954,,101106.54637658597,,0.0,,101106.54637658597,16700326.938440386
