Date,DAU (Act),DAU,ARPDAU (Act),ARPDAU,Gross Rev (Act),Gross Rev,Net Rev (Act),Net Rev,Mktg Cost (Act),Mktg Cost,Game Margin (Act),Game Margin,Cumul. Margin
2028-09-01,,12933,,0.5223301128730696,,202664.32261728798,,154702.8151853114,,0.0,,154702.8151853114,15612352.768811721
2028-10-01,,12547,,0.5223391209618246,,203159.62791449926,,155080.78211289665,,0.0,,155080.78211289665,15767433.550924618
2028-11-01,,12179,,0.522351501434905,,190854.3931486881,,145687.49155200575,,0.0,,145687.49155200575,15913121.042476624
2028-12-01,,11830,,0.5223671984578604,,191571.24993756704,,146234.49929523384,,0.0,,146234.49929523384,16059355.541771859
2029-01-01,,11493,,0.5223866128630644,,186123.36942702573,,142075.65920188738,,0.0,,142075.65920188738,16201431.200973745
2029-02-01,,11188,,0.522407948877711,,163654.82455936063,,124924.25782083759,,0.0,,124924.25782083759,16326355.458794583
2029-03-01,,10898,,0.5224319023812161,,176495.2624679774,,134725.5948438609,,0.0,,134725.5948438609,16461081.053638443
2029-04-01,,10612,,0.5224591415107079,,166335.64089690536,,126970.0647528653,,0.0,,126970.0647528653,16588051.118391309
2029-05-01,,10342,,0.5224885741787989,,167504.52428773945,,127861.98778342575,,0.0,,127861.98778342575,16715913.106174735
2029-06-01,,10085,,0.5225197506732271,,158090.35027648867,,120675.49547710174,,0.0,,120675.49547710174,16836588.601651836
2029-07-01,,9843,,0.5225521378651209,,159445.11892191553,,121709.29054510655,,0.0,,121709.29054510655,16958297.892196942
2029-08-01,,9611,,0.5225858459115058,,155700.88480552493,,118850.85380666584,,0.0,,118850.85380666584,17077148.74600361
2029-09-01,,9398,,0.5226193741575366,,147341.2635892323,,112469.39156922614,,0.0,,112469.39156922614,17189618.137572836
2029-10-01,,9199,,0.5226527357313514,,149044.63524678914,,113769.28821862378,,0.0,,113769.28821862378,17303387.42579146
2029-11-01,,9016,,0.5226854779840098,,141369.41135474466,,103454.41008021795,,0.0,,103454.41008021795,17406841.835871678
2029-12-01,,8848,,0.5227171536210884,,143376.2774886286,,104922.62655818768,,0.0,,104922.62655818768,17511764.462429866
