Date,DAU (Act),DAU,Boost DAU,Boost DAU %,ARPDAU (Act),ARPDAU,Gross Rev (Act),Gross Rev,Net Rev (Act),Net Rev,Mktg Cost (Act),Mktg Cost,Game Margin (Act),Game Margin,Cumul. Margin
2028-04-01,,14386,0.0,0.0,,0.47711144236606146,,205910.05330666425,,157636.02804996984,,0.0,,157636.02804996984,13489323.128291478
2028-05-01,,13790,0.0,0.0,,0.47710904747388205,,203960.1585568463,,156143.31067112513,,0.0,,156143.31067112513,13645466.438962603
2028-06-01,,13255,0.0,0.0,,0.4771094651913445,,189719.009489189,,145240.8800767432,,0.0,,145240.8800767432,13790707.319039347
2028-07-01,,12780,0.0,0.0,,0.4771130703796854,,189028.78783352693,,144712.42024869347,,0.0,,144712.42024869347,13935419.73928804
2028-08-01,,12360,0.0,0.0,,0.47712028985430566,,182814.09105054045,,139954.6051334056,,0.0,,139954.6051334056,14075374.344421444
2028-09-01,,12004,0.0,0.0,,0.4771312038717404,,171827.41178698448,,131543.52411516994,,0.0,,131543.52411516994,14206917.868536614
2028-10-01,,11679,0.0,0.0,,0.4771461472612391,,172756.23695583284,,132254.38277352494,,0.0,,132254.38277352494,14339172.251310138
2028-11-01,,11368,0.0,0.0,,0.4771637783555523,,162737.92117958612,,124584.5796871542,,0.0,,124584.5796871542,14463756.830997292
2028-12-01,,11070,0.0,0.0,,0.4771839086268791,,163762.00236695143,,125368.30158969597,,0.0,,125368.30158969597,14589125.132586988
2029-01-01,,10780,0.0,0.0,,0.4772068576643689,,159479.0500456737,,122089.18317645814,,0.0,,122089.18317645814,14711214.315763446
2029-02-01,,10515,0.0,0.0,,0.4772305541795383,,140512.64421496223,,107569.18198974546,,0.0,,107569.18198974546,14818783.497753192
2029-03-01,,10261,0.0,0.0,,0.47725575021693173,,151816.49062622027,,116222.50994125174,,0.0,,116222.50994125174,14935006.007694444
2029-04-01,,10010,0.0,0.0,,0.47728301890536445,,143323.60986287473,,109720.50247216091,,0.0,,109720.50247216091,15044726.510166604
2029-05-01,,9769,0.0,0.0,,0.4773111494766845,,144555.36874853758,,110663.13868030612,,0.0,,110663.13868030612,15155389.64884691
2029-06-01,,9541,0.0,0.0,,0.47733987118598453,,136629.10393876393,,104594.9361284623,,0.0,,104594.9361284623,15259984.584975371
2029-07-01,,9325,0.0,0.0,,0.4773689471534218,,137995.2571812085,,105640.45527343416,,0.0,,105640.45527343416,15365625.040248806
2029-08-01,,9119,0.0,0.0,,0.47739860904369946,,134950.16170862148,,103308.99853910888,,0.0,,103308.99853910888,15468934.038787914
2029-09-01,,8929,0.0,0.0,,0.47742761150822816,,127891.5870868909,,97905.11634370932,,0.0,,97905.11634370932,15566839.155131623
2029-10-01,,8754,0.0,0.0,,0.4774561009743655,,129567.93565133243,,99188.11635833987,,0.0,,99188.11635833987,15666027.271489963
2029-11-01,,8593,0.0,0.0,,0.47748374953776185,,123092.88285202373,,90449.92050911121,,0.0,,90449.92050911121,15756477.191999074
2029-12-01,,8448,0.0,0.0,,0.4775101608059042,,125049.41985912218,,91887.2398152125,,0.0,,91887.2398152125,15848364.431814287
