Date,DAU (Act),DAU,ARPDAU (Act),ARPDAU,Gross Rev (Act),Gross Rev,Net Rev (Act),Net Rev,Mktg Cost (Act),Mktg Cost,Game Margin (Act),Game Margin,Cumul. Margin
2028-09-01,,12578,,0.52234006868542,,197105.14378327376,,150459.11257851316,,0.0,,150459.11257851316,15056082.509569922
2028-10-01,,12217,,0.522351786227836,,197826.15925645636,,151009.34127613442,,0.0,,151009.34127613442,15207091.850846058
2028-11-01,,11873,,0.5223668866737627,,186055.5528174434,,142024.13648489956,,0.0,,142024.13648489956,15349115.987330958
2028-12-01,,11545,,0.5223852623753088,,186952.70306089817,,142708.74065505294,,0.0,,142708.74065505294,15491824.727986012
2029-01-01,,11227,,0.5224073087826858,,181818.07315838776,,138788.9979875654,,0.0,,138788.9979875654,15630613.725973576
2029-02-01,,10939,,0.5224310092033506,,160009.98321916012,,122141.75921087549,,0.0,,122141.75921087549,15752755.485184452
2029-03-01,,10663,,0.52245713023077,,172703.87408119728,,131831.19267056385,,0.0,,131831.19267056385,15884586.677855015
2029-04-01,,10392,,0.5224863534688244,,162887.1217891688,,124337.38909220281,,0.0,,124337.38909220281,16008924.066947218
2029-05-01,,10134,,0.5225174397529097,,164146.1281585398,,125298.09254264896,,0.0,,125298.09254264896,16134222.159489866
2029-06-01,,9889,,0.5225498751445182,,155019.11655112158,,118330.812177344,,0.0,,118330.812177344,16252552.97166721
2029-07-01,,9657,,0.5225830558137842,,156438.2691267662,,119413.74900225665,,0.0,,119413.74900225665,16371966.720669467
2029-08-01,,9434,,0.5226170887295863,,152848.82858188055,,116673.4814106066,,0.0,,116673.4814106066,16488640.202080073
2029-09-01,,9230,,0.5226505481902052,,144719.21737784584,,110467.61572769633,,0.0,,110467.61572769633,16599107.81780777
2029-10-01,,9040,,0.522683612542178,,146473.08356677194,,111806.06116340347,,0.0,,111806.06116340347,16710913.878971172
2029-11-01,,8865,,0.5227159123814836,,139011.661826412,,101728.62052922511,,0.0,,101728.62052922511,16812642.499500398
2029-12-01,,8705,,0.5227469988430528,,141072.29837774305,,103236.19482179811,,0.0,,103236.19482179811,16915878.694322195
