Date,DAU (Act),DAU,ARPDAU (Act),ARPDAU,Gross Rev (Act),Gross Rev,Net Rev (Act),Net Rev,Mktg Cost (Act),Mktg Cost,Game Margin (Act),Game Margin,Cumul. Margin
2028-10-01,,12074,,0.5223560933769933,,195506.70580397718,,149238.7451223848,,0.0,,149238.7451223848,15146911.143556274
2028-11-01,,11739,,0.5223727156557828,,183962.71370918746,,140426.5117206117,,0.0,,140426.5117206117,15287337.655276887
2028-12-01,,11420,,0.5223924850770796,,184931.08304932457,,141165.46539814005,,0.0,,141165.46539814005,15428503.120675027
2029-01-01,,11110,,0.5224157866460505,,179924.8647510345,,137343.73477985285,,0.0,,137343.73477985285,15565846.85545488
2029-02-01,,10828,,0.5224404972928978,,158398.87722933915,,120911.84009683742,,0.0,,120911.84009683742,15686758.695551718
2029-03-01,,10559,,0.5224674100876773,,171018.06671980815,,130544.2370850041,,0.0,,130544.2370850041,15817302.932636721
2029-04-01,,10293,,0.5224971984954895,,161343.44440806966,,123158.93009428337,,0.0,,123158.93009428337,15940461.862731004
2029-05-01,,10040,,0.522528591383284,,162632.8304404369,,124142.8222903936,,0.0,,124142.8222903936,16064604.685021399
2029-06-01,,9800,,0.5225611410212669,,153628.33286491781,,117269.06941586202,,0.0,,117269.06941586202,16181873.75443726
2029-07-01,,9572,,0.5225943370156574,,155074.57420295695,,118372.68570209436,,0.0,,118372.68570209436,16300246.440139355
2029-08-01,,9355,,0.5226283301553771,,151558.23214493837,,115688.22223012461,,0.0,,115688.22223012461,16415934.66236948
2029-09-01,,9154,,0.5226616951594335,,143538.31552576076,,109566.09881948087,,0.0,,109566.09881948087,16525500.761188962
2029-10-01,,8969,,0.5226946069664528,,145321.43256259474,,110926.87482198415,,0.0,,110926.87482198415,16636427.636010945
2029-11-01,,8798,,0.5227266944546152,,137961.79608120324,,100960.19468062968,,0.0,,100960.19468062968,16737387.830691574
2029-12-01,,8642,,0.5227575074017078,,140052.25467183828,,102489.59704017198,,0.0,,102489.59704017198,16839877.427731745
