Date,DAU (Act),DAU,Boost DAU,Boost DAU %,ARPDAU (Act),ARPDAU,Gross Rev (Act),Gross Rev,Net Rev (Act),Net Rev,Mktg Cost (Act),Mktg Cost,Game Margin (Act),Game Margin,Cumul. Margin
2025-10-01,127263.0,127263,,,0.3941983094063145,0.3941983094063145,1555168.7009661559,1555168.7009661559,1141817.1103513679,1141817.1103513679,574462.1263814908,574462.0,567354.983969877,567355.1103513679,567355.1103513679
2025-11-01,119312.0,119312,,,0.41587309311749937,0.41587309311749937,1488559.9304541457,1488559.9304541457,1091959.6789960784,1091959.6789960784,510969.1951464213,510969.0,580990.4838496571,580990.6789960784,1148345.7893474463
2025-12-01,117683.0,117683,,,0.4304864401185232,0.4304864401185232,1570484.702842112,1570484.702842112,1151144.0220846548,1151144.0220846548,640616.714971266,640617.0,510527.3071133888,510527.0220846548,1658872.811432101
2026-01-01,114296.0,114296,,,0.4497813204053607,0.4497813204053607,1593647.6329887782,1593647.6329887782,1167036.4237778506,1167036.4237778506,364087.51926640014,364088.0,802948.9045114504,802948.4237778506,2461821.2352099516
2026-02-01,109327.0,109327,,,0.4749480290021503,0.4749480290021503,1453894.7581483964,1453894.7581483964,1064214.2106371715,1064214.2106371715,407247.3114704368,407247.0,656966.8991667347,656967.2106371715,3118788.445847123
2026-03-01,98535.0,98535,,,0.4445380797405321,0.4445380797405321,1357874.0158472764,1357874.0158472764,998298.8689634462,998298.8689634462,275693.9334146599,275694.0,722604.9355487863,722604.8689634462,3841393.3148105694
2026-04-01,90902.0,90902,,,0.48171609209719973,0.48171609209719973,1313669.6495467736,1313669.6495467736,963476.9337862708,963476.9337862708,263614.4998332652,263614.0,699862.4339530056,699862.9337862708,4541256.248596841
2026-05-01,83176.0,83176,,,0.5189950139672143,0.5189950139672143,1338210.997683987,1338210.997683987,981165.5830910851,981165.5830910851,241279.92481554637,241280.0,739885.6582755387,739885.5830910851,5281141.831687925
2026-06-01,78253.0,78253,,,0.4756928410350293,0.4756928410350293,1116738.416385199,1116738.416385199,820699.3274151686,820699.3274151686,225004.77262970124,215990.0,595694.5547854675,604709.3274151686,5885851.159103094
2026-07-01,74475.0,74204,0.0,0.0,0.4360318241370847,0.4776069362145657,681942.4361229729,1098648.967341538,501711.386564728,841035.1267107629,147015.0298428787,200000.0,354696.3567218493,641035.1267107629,6526886.285813857
2026-08-01,,64994,0.0,0.0,,0.47761302354822793,,962302.4595425929,,736659.000967814,,50000.0,,686659.000967814,7213545.2867816705
2026-09-01,,57875,0.0,0.0,,0.4959057337270758,,861009.4383415262,,658307.2485856652,,50000.0,,608307.2485856652,7821852.535367336
2026-10-01,,51360,0.0,0.0,,0.5228786962093909,,832500.9323371629,,635455.0992330476,,0.0,,635455.0992330476,8457307.634600384
2026-11-01,,45844,0.0,0.0,,0.5228787510927225,,719123.1790237243,,548912.8854422994,,0.0,,548912.8854422994,9006220.520042684
2026-12-01,,41449,0.0,0.0,,0.5228783927762981,,671863.3049757404,,512839.034570948,,0.0,,512839.034570948,9519059.554613631
2027-01-01,,37818,0.0,0.0,,0.5228707938425928,,612991.0885912923,,467901.675593302,,0.0,,467901.675593302,9986961.230206933
2027-02-01,,34794,0.0,0.0,,0.5228591590369965,,509384.9686039863,,388818.57557175914,,0.0,,388818.57557175914,10375779.805778692
2027-03-01,,32119,0.0,0.0,,0.5228413291671832,,520587.1122124052,,397369.8996240092,,0.0,,397369.8996240092,10773149.7054027
2027-04-01,,29718,0.0,0.0,,0.5228120863356739,,466103.0784844157,,355782.5406407803,,0.0,,355782.5406407803,11128932.246043481
2027-05-01,,27612,0.0,0.0,,0.5227735415677036,,447487.1816881462,,341573.9317886593,,0.0,,341573.9317886593,11470506.17783214
2027-06-01,,25742,0.0,0.0,,0.5227281330398638,,403686.71204621514,,308141.5709087986,,0.0,,308141.5709087986,11778647.748740938
2027-07-01,,24068,0.0,0.0,,0.5226778374660664,,389974.17557805724,,297675.8419747636,,0.0,,297675.8419747636,12076323.5907157
2027-08-01,,22524,0.0,0.0,,0.5226242890944798,,364912.53365616716,,278547.0413939564,,0.0,,278547.0413939564,12354870.632109657
2027-09-01,,21137,0.0,0.0,,0.5225709340412185,,331366.15857448406,,252941.41477231128,,0.0,,252941.41477231128,12607812.046881968
