Date,DAU (Act),DAU,Boost DAU,Boost DAU %,ARPDAU (Act),ARPDAU,Gross Rev (Act),Gross Rev,Net Rev (Act),Net Rev,Mktg Cost (Act),Mktg Cost,Game Margin (Act),Game Margin,Cumul. Margin
2025-10-01,127263.0,127263,,,0.3941983094063145,0.3941983094063145,1555168.7009661559,1555168.7009661559,1141817.1103513679,1141817.1103513679,574462.1263814908,574462.0,567354.983969877,567355.1103513679,567355.1103513679
2025-11-01,119312.0,119312,,,0.41587309311749937,0.41587309311749937,1488559.9304541457,1488559.9304541457,1091959.6789960784,1091959.6789960784,510969.1951464213,510969.0,580990.4838496571,580990.6789960784,1148345.7893474463
2025-12-01,117683.0,117683,,,0.4304864401185232,0.4304864401185232,1570484.702842112,1570484.702842112,1151144.0220846548,1151144.0220846548,640616.714971266,640617.0,510527.3071133888,510527.0220846548,1658872.811432101
2026-01-01,114296.0,114296,,,0.4497813204053607,0.4497813204053607,1593647.6329887782,1593647.6329887782,1167036.4237778506,1167036.4237778506,364087.51926640014,364088.0,802948.9045114504,802948.4237778506,2461821.2352099516
2026-02-01,109327.0,109327,,,0.4749480290021503,0.4749480290021503,1453894.7581483964,1453894.7581483964,1064214.2106371715,1064214.2106371715,407247.3114704368,407247.0,656966.8991667347,656967.2106371715,3118788.445847123
2026-03-01,98535.0,98535,,,0.4445380797405321,0.4445380797405321,1357874.0158472764,1357874.0158472764,998298.8689634462,998298.8689634462,275693.9334146599,275694.0,722604.9355487863,722604.8689634462,3841393.3148105694
2026-04-01,90902.0,90902,,,0.48171609209719973,0.48171609209719973,1313669.6495467736,1313669.6495467736,963476.9337862708,963476.9337862708,263614.4998332652,263614.0,699862.4339530056,699862.9337862708,4541256.248596841
2026-05-01,83176.0,83176,,,0.5189950139672143,0.5189950139672143,1338210.997683987,1338210.997683987,981165.5830910851,981165.5830910851,241279.92481554637,241280.0,739885.6582755387,739885.5830910851,5281141.831687925
2026-06-01,78253.0,78253,,,0.4756928410350293,0.4756928410350293,1116738.416385199,1116738.416385199,820699.3274151686,820699.3274151686,225004.77262970124,215990.0,595694.5547854675,604709.3274151686,5885851.159103094
2026-07-01,74475.0,74204,0.0,0.0,0.4360318241370847,0.4776069362145657,681942.4361229729,1098648.967341538,501711.386564728,841035.1267107629,147015.0298428787,200000.0,354696.3567218493,641035.1267107629,6526886.285813857
2026-08-01,,64994,0.0,0.0,,0.47761302354822793,,962302.4595425929,,736659.000967814,,50000.0,,686659.000967814,7213545.2867816705
2026-09-01,,57875,0.0,0.0,,0.4959057337270758,,861009.4383415262,,658307.2485856652,,50000.0,,608307.2485856652,7821852.535367336
2026-10-01,,53268,1908.0,3.582257804484881,,0.5228697061209617,,863416.4208972662,,659053.6728371815,,0.0,,659053.6728371815,8480906.208204517
2026-11-01,,50758,4915.0,9.682173535443168,,0.5228595994493853,,796184.8370616197,,607735.7233552968,,0.0,,607735.7233552968,9088641.931559814
2026-12-01,,49679,8230.0,16.566296441886845,,0.522852022932069,,805225.4578927562,,614636.9239130423,,0.0,,614636.9239130423,9703278.855472857
2027-01-01,,43746,5928.0,13.551826695391245,,0.5228581808416749,,709067.9631772322,,541238.6228745022,,0.0,,541238.6228745022,10244517.47834736
2027-02-01,,38721,3927.0,10.141171549640886,,0.5228397587617736,,566851.4458313063,,432684.0362842083,,0.0,,432684.0362842083,10677201.514631568
2027-03-01,,35322,3203.0,9.068478865153825,,0.522795969329101,,572454.8995173695,,436962.8821913349,,0.0,,436962.8821913349,11114164.396822903
2027-04-01,,32383,2665.0,8.2305185973018,,0.5227615094313842,,507857.2750904554,,387655.7703356208,,0.0,,387655.7703356208,11501820.167158524
2027-05-01,,29824,2211.0,7.415138620002744,,0.5227294110654414,,483285.7120454158,,368900.92607777665,,0.0,,368900.92607777665,11870721.093236301
2027-06-01,,27595,1852.0,6.713027568759708,,0.5226926444050999,,432707.04874965956,,330294.35504643753,,0.0,,330294.35504643753,12201015.44828274
2027-07-01,,25623,1555.0,6.067521068993284,,0.522651026532073,,415143.06463590695,,316888.5477314441,,0.0,,316888.5477314441,12517903.996014183
2027-08-01,,23810,1287.0,5.404471986606922,,0.5226069688414935,,385748.08744147234,,294451.79555127886,,0.0,,294451.79555127886,12812355.791565463
