Date,DAU (Act),DAU,ARPDAU (Act),ARPDAU,Gross Rev (Act),Gross Rev,Net Rev (Act),Net Rev,Mktg Cost (Act),Mktg Cost,Game Margin (Act),Game Margin,Cumul. Margin
2028-10-01,,12137,,0.5223496600663251,,196530.40363884353,,150020.26230127236,,0.0,,150020.26230127236,15596949.872961385
2028-11-01,,11797,,0.5223663721485184,,184877.13826156134,,141124.60874659067,,0.0,,141124.60874659067,15738074.481707975
2028-12-01,,11474,,0.5223860725457846,,185801.99912174745,,141830.35065542758,,0.0,,141830.35065542758,15879904.832363402
2029-01-01,,11160,,0.522409136171621,,180725.32152799377,,137954.8350192858,,0.0,,137954.8350192858,16017859.667382687
2029-02-01,,10874,,0.5224334600160266,,159065.18322074134,,121420.5311581942,,0.0,,121420.5311581942,16139280.198540881
2029-03-01,,10601,,0.5224598212422151,,171697.16359579004,,131062.70291346764,,0.0,,131062.70291346764,16270342.901454348
2029-04-01,,10332,,0.5224888615811875,,161945.89983023453,,123618.89468096226,,0.0,,123618.89468096226,16393961.79613531
2029-05-01,,10075,,0.5225193068134284,,163202.63917198166,,124577.87634290116,,0.0,,124577.87634290116,16518539.672478212
2029-06-01,,9832,,0.5225508662892275,,154135.6422889438,,117656.4191994969,,0.0,,117656.4191994969,16636196.091677709
2029-07-01,,9603,,0.5225833341642404,,155565.5093928841,,118747.54396618785,,0.0,,118747.54396618785,16754943.635643896
2029-08-01,,9384,,0.5226169779664745,,152027.3005743088,,116046.38886236415,,0.0,,116046.38886236415,16870990.02450626
2029-09-01,,9183,,0.522650295967553,,143978.14671826997,,109901.94130941531,,0.0,,109901.94130941531,16980891.965815675
2029-10-01,,8996,,0.5226832883818984,,145763.0788588638,,111264.1024134468,,0.0,,111264.1024134468,17092156.06822912
2029-11-01,,8824,,0.5227154952032868,,138376.28866448504,,101263.66020595547,,0.0,,101263.66020595547,17193419.728435077
2029-12-01,,8668,,0.5227464642507814,,140466.63327264506,,102792.97811297557,,0.0,,102792.97811297557,17296212.706548054
